4 10
Video,Frame,Cell,Histogram
10,33,3,0#0#5#38#150#888#87#23#9#0#
10,33,4,0#0#0#0#106#952#137#5#0#0#
10,33,5,0#0#0#0#18#980#202#0#0#0#
10,33,6,0#6#6#19#125#836#151#49#8#0#
10,33,7,0#1#5#59#136#778#167#43#11#0#
10,33,8,0#0#0#0#18#961#221#0#0#0#
10,33,9,0#0#0#2#176#987#35#0#0#0#
10,33,10,0#1#73#86#217#789#34#0#0#0#
10,33,11,0#40#141#99#209#666#45#0#0#0#
10,33,12,0#0#0#4#207#944#45#0#0#0#
10,33,13,0#0#0#1#212#891#96#0#0#0#
10,33,14,0#9#46#34#420#659#28#3#1#0#
10,33,15,0#22#70#105#460#522#16#5#0#0#
10,33,16,0#0#0#1#278#868#52#0#1#0#
10,34,1,0#0#0#0#76#799#312#13#0#0#
10,34,2,0#0#1#15#74#971#124#11#3#1#
10,34,3,0#0#3#41#141#902#81#23#8#1#
10,34,4,0#0#0#0#91#968#136#5#0#0#
10,34,5,0#0#0#0#14#992#194#0#0#0#
10,34,6,0#4#8#23#123#817#196#28#1#0#
10,34,7,0#1#8#51#160#727#211#42#0#0#
10,34,8,0#0#0#0#7#993#200#0#0#0#
10,34,9,0#0#0#0#139#1039#22#0#0#0#
10,34,10,0#0#67#87#190#832#24#0#0#0#
10,34,11,0#35#147#95#198#696#29#0#0#0#
10,34,12,0#0#0#0#164#1009#27#0#0#0#
10,34,13,0#0#0#0#158#975#67#0#0#0#
10,34,14,0#8#45#35#388#701#21#1#1#0#
10,34,15,0#17#67#110#484#509#8#4#1#0#
10,34,16,0#0#0#2#233#931#33#0#1#0#
10,35,1,0#0#0#0#77#824#286#13#0#0#
10,35,2,0#0#1#14#82#975#116#9#3#0#
10,35,3,0#0#3#42#151#892#81#21#9#1#
10,35,4,0#0#0#0#99#960#136#5#0#0#
10,35,5,0#0#0#0#24#994#182#0#0#0#
10,35,6,0#4#10#25#140#791#219#11#0#0#
10,35,7,0#1#8#79#152#684#245#27#4#0#
10,35,8,0#0#0#0#13#964#223#0#0#0#
10,35,9,0#0#0#0#153#1012#35#0#0#0#
10,35,10,0#0#66#85#209#810#30#0#0#0#
10,35,11,0#29#152#107#215#654#43#0#0#0#
10,35,12,0#0#0#2#192#959#47#0#0#0#
10,35,13,0#0#0#1#206#909#84#0#0#0#
10,35,14,0#9#42#39#398#684#25#2#1#0#
10,35,15,0#21#60#125#485#492#11#4#2#0#
10,35,16,0#0#0#1#272#877#48#2#0#0#
10,36,1,0#0#0#0#62#819#313#6#0#0#
10,36,2,0#0#0#17#67#988#117#7#4#0#
10,36,3,0#0#2#45#145#900#85#12#10#1#
10,36,4,0#0#0#0#92#969#134#5#0#0#
10,36,5,0#0#0#0#21#1000#179#0#0#0#
10,36,6,0#4#11#30#137#797#211#10#0#0#
10,36,7,0#1#13#92#135#701#225#29#4#0#
10,36,8,0#0#0#0#12#960#228#0#0#0#
10,36,9,0#0#0#0#127#1044#29#0#0#0#
10,36,10,0#0#69#84#194#831#22#0#0#0#
10,36,11,0#28#149#107#217#657#42#0#0#0#
10,36,12,0#0#0#2#183#975#40#0#0#0#
10,36,13,0#0#0#1#175#960#64#0#0#0#
10,36,14,0#10#38#40#395#693#21#2#1#0#
10,36,15,0#18#64#124#468#508#12#4#2#0#
10,36,16,0#0#0#1#264#885#48#2#0#0#
10,37,1,0#0#0#0#63#825#311#1#0#0#
10,37,2,0#0#0#19#71#992#107#6#5#0#
10,37,3,0#0#1#48#152#898#78#14#8#1#
10,37,4,0#0#0#0#90#977#129#4#0#0#
10,37,5,0#0#0#0#23#1004#173#0#0#0#
10,37,6,0#4#15#50#127#800#193#11#0#0#
10,37,7,0#1#13#94#134#701#219#31#7#0#
10,37,8,0#0#0#0#12#965#223#0#0#0#
10,37,9,0#0#0#0#148#1020#32#0#0#0#
10,37,10,0#2#71#78#212#815#22#0#0#0#
10,37,11,0#28#150#105#216#661#40#0#0#0#
10,37,12,0#0#0#2#195#965#38#0#0#0#
10,37,13,0#0#0#3#178#956#63#0#0#0#
10,37,14,0#12#36#39#406#679#23#4#1#0#
10,37,15,0#18#65#122#473#500#15#5#2#0#
10,37,16,0#0#0#0#268#884#46#2#0#0#
10,38,1,0#0#0#0#57#826#316#1#0#0#
10,38,2,0#0#0#18#61#1000#111#5#5#0#
10,38,3,0#0#4#39#161#899#72#15#10#0#
10,38,4,0#0#0#0#81#983#131#5#0#0#
10,38,5,0#0#0#0#7#1022#171#0#0#0#
10,38,6,0#5#12#41#141#787#201#13#0#0#
10,38,7,0#1#8#74#158#681#240#36#2#0#
10,38,8,0#0#0#0#8#979#213#0#0#0#
10,38,9,0#0#0#1#105#1076#18#0#0#0#
10,38,10,0#0#72#81#192#840#15#0#0#0#
10,38,11,0#25#155#103#187#697#33#0#0#0#
10,38,12,0#0#0#1#167#999#33#0#0#0#
10,38,13,0#0#0#0#155#994#51#0#0#0#
10,38,14,0#11#40#36#392#696#20#4#1#0#
10,38,15,0#16#65#111#475#516#10#5#2#0#
10,38,16,0#0#0#3#254#901#40#2#0#0#
10,39,1,0#0#0#0#67#824#308#1#0#0#
10,39,2,0#0#0#18#67#995#110#7#3#0#
10,39,3,0#0#6#37#165#893#75#14#10#0#
10,39,4,0#0#0#0#91#973#131#5#0#0#
10,39,5,0#0#0#0#11#1017#172#0#0#0#
10,39,6,0#4#11#32#140#774#224#15#0#0#
10,39,7,0#1#6#75#169#652#260#35#2#0#
10,39,8,0#0#0#0#6#983#211#0#0#0#
10,39,9,0#0#0#1#126#1046#27#0#0#0#
10,39,10,0#1#71#83#201#825#19#0#0#0#
10,39,11,0#35#147#104#203#665#46#0#0#0#
10,39,12,0#0#0#1#189#976#34#0#0#0#
10,39,13,0#0#0#0#181#956#63#0#0#0#
10,39,14,0#9#42#36#413#670#26#4#0#0#
10,39,15,0#17#63#109#475#513#19#2#2#0#
10,39,16,0#0#0#4#275#876#43#2#0#0#
10,40,1,0#0#0#0#63#825#306#6#0#0#
10,40,2,0#0#0#18#64#993#114#8#3#0#
10,40,3,0#0#4#37#160#894#80#17#8#0#
10,40,4,0#0#0#0#86#972#137#5#0#0#
10,40,5,0#0#0#0#9#1024#167#0#0#0#
10,40,6,0#6#8#20#141#781#219#25#0#0#
10,40,7,0#1#2#60#166#686#235#47#3#0#
10,40,8,0#0#0#0#8#981#211#0#0#0#
10,40,9,0#0#0#1#148#1021#30#0#0#0#
10,40,10,0#1#72#86#196#825#20#0#0#0#
10,40,11,0#31#154#108#181#688#38#0#0#0#
10,40,12,0#0#0#1#173#991#35#0#0#0#
10,40,13,0#0#0#0#173#959#68#0#0#0#
10,40,14,0#9#42#29#404#688#24#3#1#0#
10,40,15,0#18#61#117#475#511#14#2#2#0#
10,40,16,0#0#0#3#257#900#38#2#0#0#
10,41,1,0#0#0#0#66#826#300#8#0#0#
10,41,2,0#0#0#15#70#987#117#8#3#0#
10,41,3,0#0#5#33#164#885#86#21#5#1#
10,41,4,0#0#0#0#88#970#137#5#0#0#
10,41,5,0#0#0#0#11#1023#166#0#0#0#
10,41,6,0#6#5#21#158#758#220#30#2#0#
10,41,7,0#2#2#41#157#726#216#41#14#1#
10,41,8,0#0#0#3#16#971#210#0#0#0#
10,41,9,0#0#0#1#159#1010#30#0#0#0#
10,41,10,0#1#72#88#201#818#20#0#0#0#
10,41,11,0#37#154#102#208#664#35#0#0#0#
10,41,12,0#0#0#1#198#962#39#0#0#0#
10,41,13,0#0#0#1#206#915#78#0#0#0#
10,41,14,0#9#42#31#417#669#28#3#1#0#
10,41,15,0#23#61#123#481#489#18#3#2#0#
10,41,16,0#0#0#3#278#862#56#1#0#0#
10,42,1,0#0#0#0#66#821#305#8#0#0#
10,42,2,0#0#0#14#70#987#113#13#3#0#
10,42,3,0#0#3#36#163#876#93#24#5#0#
10,42,4,0#0#0#0#88#969#138#5#0#0#
10,42,5,0#0#0#0#10#1025#165#0#0#0#
10,42,6,0#6#5#15#133#789#210#39#3#0#
10,42,7,0#2#5#30#131#778#206#36#10#2#
10,42,8,0#0#0#0#25#973#200#2#0#0#
10,42,9,0#0#0#1#153#1022#24#0#0#0#
10,42,10,0#1#65#88#200#825#21#0#0#0#
10,42,11,0#29#165#97#193#686#30#0#0#0#
10,42,12,0#0#0#1#191#978#30#0#0#0#
10,42,13,0#0#0#1#195#935#69#0#0#0#
10,42,14,0#9#42#27#408#683#27#3#1#0#
10,42,15,0#18#68#127#469#493#21#1#3#0#
10,42,16,0#0#0#2#274#875#48#1#0#0#
10,43,1,0#0#0#0#66#837#289#8#0#0#
10,43,2,0#0#0#16#72#980#112#13#7#0#
10,43,3,0#0#4#37#163#875#84#26#10#1#
10,43,4,0#0#0#0#89#965#141#5#0#0#
10,43,5,0#0#0#0#12#1025#163#0#0#0#
10,43,6,0#4#6#11#138#819#168#48#6#0#
10,43,7,0#2#9#27#120#790#201#39#12#0#
10,43,8,0#0#0#1#27#980#190#2#0#0#
10,43,9,0#0#0#2#168#1003#27#0#0#0#
10,43,10,0#1#63#86#207#820#23#0#0#0#
10,43,11,0#31#165#94#199#682#29#0#0#0#
10,43,12,0#0#0#1#198#971#30#0#0#0#
10,43,13,0#0#0#2#195#928#75#0#0#0#
10,43,14,0#9#41#31#408#681#26#3#1#0#
10,43,15,0#16#71#125#476#485#23#1#3#0#
10,43,16,0#0#0#3#281#856#59#1#0#0#
10,44,1,0#0#0#0#57#833#301#9#0#0#
10,44,2,0#0#0#16#76#950#126#24#8#0#
10,44,3,0#0#4#37#154#855#98#35#16#1#
10,44,4,0#0#0#3#95#952#143#7#0#0#
10,44,5,0#0#0#0#8#1029#163#0#0#0#
10,44,6,0#4#5#8#115#863#163#39#3#0#
10,44,7,0#8#9#31#115#814#196#18#9#0#
10,44,8,0#0#0#0#10#985#205#0#0#0#
10,44,9,0#0#0#1#124#1057#18#0#0#0#
10,44,10,0#1#57#89#186#849#18#0#0#0#
10,44,11,0#26#160#107#173#705#29#0#0#0#
10,44,12,0#0#0#0#154#1027#19#0#0#0#
10,44,13,0#0#0#0#153#996#51#0#0#0#
10,44,14,0#5#41#32#404#697#18#3#0#0#
10,44,15,0#11#77#113#484#496#15#1#3#0#
10,44,16,0#0#0#1#241#924#33#1#0#0#
10,45,1,0#0#0#0#62#855#270#13#0#0#
10,45,2,0#0#0#15#112#903#116#36#16#2#
10,45,3,0#0#5#45#169#824#106#28#18#5#
10,45,4,0#0#0#7#107#946#135#5#0#0#
10,45,5,0#0#0#0#17#1006#177#0#0#0#
10,45,6,0#4#5#14#102#893#175#7#0#0#
10,45,7,0#10#9#39#118#838#168#18#0#0#
10,45,8,0#0#0#0#7#981#212#0#0#0#
10,45,9,0#0#0#0#159#1016#25#0#0#0#
10,45,10,0#0#56#92#204#821#27#0#0#0#
10,45,11,0#34#159#104#204#659#40#0#0#0#
10,45,12,0#0#0#0#181#993#26#0#0#0#
10,45,13,0#0#0#0#203#920#77#0#0#0#
10,45,14,0#7#40#27#411#688#23#4#0#0#
10,45,15,0#21#77#114#471#495#17#4#1#0#
10,45,16,0#0#0#1#251#895#52#1#0#0#
10,46,1,0#0#0#0#50#871#275#4#0#0#
10,46,2,0#0#0#16#129#904#109#25#16#1#
10,46,3,0#0#1#57#184#819#104#22#12#1#
10,46,4,0#0#0#0#73#998#125#4#0#0#
10,46,5,0#0#0#0#5#1052#143#0#0#0#
10,46,6,0#2#5#18#76#955#143#1#0#0#
10,46,7,0#9#10#46#109#866#153#7#0#0#
10,46,8,0#0#0#0#0#1028#172#0#0#0#
10,46,9,0#0#0#0#76#1113#11#0#0#0#
10,46,10,0#0#46#94#156#900#4#0#0#0#
10,46,11,0#23#174#97#171#719#16#0#0#0#
10,46,12,0#0#0#0#136#1050#14#0#0#0#
10,46,13,0#0#0#0#122#1045#33#0#0#0#
10,46,14,0#6#40#32#373#737#9#3#0#0#
10,46,15,0#21#77#101#443#551#4#2#1#0#
10,46,16,0#0#0#0#204#980#16#0#0#0#
10,47,1,0#0#0#0#71#861#265#3#0#0#
10,47,2,0#0#0#18#138#904#109#16#13#2#
10,47,3,0#0#5#61#234#776#87#27#8#2#
10,47,4,0#0#0#0#90#973#134#3#0#0#
10,47,5,0#0#0#0#21#987#192#0#0#0#
10,47,6,0#4#3#17#87#887#202#0#0#0#
10,47,7,0#9#15#55#116#822#170#13#0#0#
10,47,8,0#0#0#0#10#1000#190#0#0#0#
10,47,9,0#0#0#2#131#1026#41#0#0#0#
10,47,10,0#0#46#93#209#828#24#0#0#0#
10,47,11,0#33#167#106#205#654#35#0#0#0#
10,47,12,0#0#0#1#204#957#38#0#0#0#
10,47,13,0#0#0#0#196#911#93#0#0#0#
10,47,14,0#7#41#34#400#687#28#3#0#0#
10,47,15,0#24#77#124#436#519#15#4#1#0#
10,47,16,0#0#0#4#270#885#40#1#0#0#
10,48,1,0#0#0#0#64#867#267#2#0#0#
10,48,2,0#0#0#31#135#922#93#11#7#1#
10,48,3,0#0#1#61#196#819#97#15#11#0#
10,48,4,0#0#0#0#76#979#143#2#0#0#
10,48,5,0#0#0#0#9#1017#174#0#0#0#
10,48,6,1#4#2#19#87#926#161#0#0#0#
10,48,7,2#7#13#52#122#849#151#4#0#0#
10,48,8,0#0#0#0#6#1018#176#0#0#0#
10,48,9,0#0#0#0#91#1098#11#0#0#0#
10,48,10,0#0#41#89#170#890#10#0#0#0#
10,48,11,0#28#172#105#167#714#14#0#0#0#
10,48,12,0#0#0#0#114#1064#22#0#0#0#
10,48,13,0#0#0#0#125#1027#48#0#0#0#
10,48,14,0#6#41#30#342#764#13#4#0#0#
10,48,15,0#26#71#134#431#527#7#4#0#0#
10,48,16,0#0#0#1#207#982#10#0#0#0#
10,49,1,0#0#0#0#72#853#268#7#0#0#
10,49,2,0#0#0#35#119#945#86#10#5#0#
10,49,3,0#0#4#70#196#809#95#18#8#0#
10,49,4,0#0#0#0#81#974#143#2#0#0#
10,49,5,0#0#0#0#11#1009#180#0#0#0#
10,49,6,1#5#1#25#86#929#153#0#0#0#
10,49,7,2#7#13#72#114#835#154#3#0#0#
10,49,8,0#0#0#0#6#1010#184#0#0#0#
10,49,9,0#0#0#2#135#1032#31#0#0#0#
10,49,10,0#0#42#85#199#861#13#0#0#0#
10,49,11,0#30#181#101#207#639#42#0#0#0#
10,49,12,0#0#0#1#146#1012#41#0#0#0#
10,49,13,0#0#0#0#161#976#63#0#0#0#
10,49,14,0#7#41#35#352#734#26#5#0#0#
10,49,15,0#30#64#143#441#501#18#2#1#0#
10,49,16,0#0#0#3#271#897#29#0#0#0#
10,50,1,0#0#0#0#80#853#264#3#0#0#
10,50,2,0#0#0#27#114#966#81#9#3#0#
10,50,3,0#0#2#72#219#778#108#12#9#0#
10,50,4,0#0#0#0#90#979#130#1#0#0#
10,50,5,0#0#0#0#21#1011#168#0#0#0#
10,50,6,1#4#2#23#84#950#136#0#0#0#
10,50,7,2#7#14#76#114#843#143#1#0#0#
10,50,8,0#0#0#0#6#1015#179#0#0#0#
10,50,9,0#0#0#2#131#1026#41#0#0#0#
10,50,10,0#1#38#86#171#886#18#0#0#0#
10,50,11,0#26#191#93#195#660#35#0#0#0#
10,50,12,0#0#0#0#148#1018#34#0#0#0#
10,50,13,0#0#0#1#164#973#62#0#0#0#
10,50,14,0#6#42#35#349#739#24#5#0#0#
10,50,15,0#29#68#136#428#522#14#1#2#0#
10,50,16,0#0#0#2#250#918#30#0#0#0#
10,51,1,0#0#0#0#80#853#264#3#0#0#
10,51,2,0#0#0#18#70#1015#92#3#2#0#
10,51,3,0#0#1#59#197#820#97#24#2#0#
10,51,4,0#0#0#0#90#979#130#1#0#0#
10,51,5,0#0#0#0#21#1011#168#0#0#0#
10,51,6,0#5#2#29#77#953#134#0#0#0#
10,51,7,2#8#15#77#136#823#139#0#0#0#
10,51,8,0#0#0#0#5#1025#170#0#0#0#
10,51,9,0#0#0#2#131#1026#41#0#0#0#
10,51,10,0#1#36#89#174#876#24#0#0#0#
10,51,11,0#28#192#89#213#636#42#0#0#0#
10,51,12,0#0#0#0#166#988#46#0#0#0#
10,51,13,0#0#0#1#173#962#64#0#0#0#
10,51,14,0#6#42#38#372#702#35#4#1#0#
10,51,15,0#30#75#130#432#513#17#1#2#0#
10,51,16,0#0#0#6#268#889#37#0#0#0#
10,52,1,0#0#0#0#74#843#280#3#0#0#
10,52,2,0#0#0#10#61#1019#104#6#0#0#
10,52,3,0#0#3#48#159#875#92#18#5#0#
10,52,4,0#0#0#0#84#982#133#1#0#0#
10,52,5,0#0#0#0#20#1007#173#0#0#0#
10,52,6,0#5#2#29#61#964#139#0#0#0#
10,52,7,1#11#22#79#146#810#131#0#0#0#
10,52,8,0#0#0#0#5#1023#172#0#0#0#
10,52,9,0#0#0#2#115#1044#39#0#0#0#
10,52,10,0#1#36#87#174#885#17#0#0#0#
10,52,11,0#26#192#96#200#643#43#0#0#0#
10,52,12,0#0#0#0#163#995#42#0#0#0#
10,52,13,0#0#0#0#169#969#62#0#0#0#
10,52,14,0#5#43#37#356#716#38#4#1#0#
10,52,15,0#30#74#125#434#517#17#1#2#0#
10,52,16,0#0#0#4#265#892#39#0#0#0#
10,53,1,0#0#0#0#76#844#277#3#0#0#
10,53,2,0#0#0#10#59#1023#96#7#5#0#
10,53,3,0#0#4#40#171#851#109#17#7#1#
10,53,4,0#0#0#0#87#982#130#1#0#0#
10,53,5,0#0#0#0#23#999#178#0#0#0#
10,53,6,0#5#6#26#60#948#155#0#0#0#
10,53,7,0#16#25#90#157#777#135#0#0#0#
10,53,8,0#0#0#0#6#1018#176#0#0#0#
10,53,9,0#0#0#2#136#1025#37#0#0#0#
10,53,10,0#1#35#88#183#876#17#0#0#0#
10,53,11,0#25#192#99#212#631#41#0#0#0#
10,53,12,0#0#0#1#171#989#39#0#0#0#
10,53,13,0#0#0#0#193#930#77#0#0#0#
10,53,14,0#9#40#36#375#697#38#4#1#0#
10,53,15,0#32#76#126#456#486#22#1#1#0#
10,53,16,0#0#0#6#276#873#45#0#0#0#
10,54,1,0#0#0#0#64#848#286#2#0#0#
10,54,2,0#0#0#12#52#1029#96#5#6#0#
10,54,3,0#0#2#28#140#880#103#34#12#1#
10,54,4,0#0#0#0#75#991#134#0#0#0#
10,54,5,0#0#0#0#10#1028#162#0#0#0#
10,54,6,0#5#4#19#41#961#169#1#0#0#
10,54,7,0#16#27#84#155#774#144#0#0#0#
10,54,8,0#0#0#0#3#1010#187#0#0#0#
10,54,9,0#0#0#1#88#1097#14#0#0#0#
10,54,10,0#1#36#84#147#924#8#0#0#0#
10,54,11,0#25#189#103#176#680#27#0#0#0#
10,54,12,0#0#0#0#136#1026#38#0#0#0#
10,54,13,0#0#0#0#136#1024#40#0#0#0#
10,54,14,0#8#38#34#366#731#18#4#1#0#
10,54,15,0#23#78#126#450#506#15#1#1#0#
10,54,16,0#0#0#3#238#926#33#0#0#0#
10,55,1,0#0#0#0#71#835#291#3#0#0#
10,55,2,0#0#0#14#66#1015#93#8#1#3#
10,55,3,0#0#3#32#151#868#101#29#12#4#
10,55,4,0#0#0#0#83#986#131#0#0#0#
10,55,5,0#0#0#0#19#1012#169#0#0#0#
10,55,6,0#6#5#17#45#945#178#4#0#0#
10,55,7,0#20#22#89#161#739#161#8#0#0#
10,55,8,0#0#0#0#8#1013#179#0#0#0#
10,55,9,0#0#0#1#122#1041#36#0#0#0#
10,55,10,0#0#37#88#168#880#27#0#0#0#
10,55,11,0#30#180#104#192#662#32#0#0#0#
10,55,12,0#0#0#1#143#1003#53#0#0#0#
10,55,13,0#0#0#1#193#914#92#0#0#0#
10,55,14,0#4#42#37#392#694#25#5#1#0#
10,55,15,0#27#74#137#430#514#15#2#1#0#
10,55,16,0#0#0#5#262#901#32#0#0#0#
10,56,1,0#0#0#0#68#823#308#1#0#0#
10,56,2,0#0#0#9#60#1019#99#8#4#1#
10,56,3,0#0#2#24#140#895#88#39#9#3#
10,56,4,0#0#0#0#77#990#132#1#0#0#
10,56,5,0#0#0#0#13#1026#161#0#0#0#
10,56,6,0#5#6#16#43#955#173#2#0#0#
10,56,7,0#19#24#88#139#793#137#0#0#0#
10,56,8,0#0#0#0#3#1035#162#0#0#0#
10,56,9,0#0#0#0#85#1099#16#0#0#0#
10,56,10,0#0#34#88#161#900#17#0#0#0#
10,56,11,0#22#185#100#183#699#11#0#0#0#
10,56,12,0#0#0#1#116#1070#13#0#0#0#
10,56,13,0#0#0#1#141#1014#44#0#0#0#
10,56,14,0#4#38#38#370#731#15#3#1#0#
10,56,15,0#24#74#133#421#539#5#4#0#0#
10,56,16,0#0#0#4#226#937#33#0#0#0#
10,57,1,0#0#0#0#68#821#304#7#0#0#
10,57,2,0#0#0#15#66#991#117#4#7#0#
10,57,3,0#0#2#30#164#867#105#25#6#1#
10,57,4,0#0#0#0#107#961#130#2#0#0#
10,57,5,0#0#0#0#22#982#196#0#0#0#
10,57,6,0#6#9#16#65#926#178#0#0#0#
10,57,7,1#16#25#102#155#765#135#1#0#0#
10,57,8,0#0#0#0#3#1011#186#0#0#0#
10,57,9,0#0#0#2#130#1031#37#0#0#0#
10,57,10,0#0#39#81#205#838#37#0#0#0#
10,57,11,0#28#180#101#208#646#37#0#0#0#
10,57,12,0#0#0#1#182#977#40#0#0#0#
10,57,13,0#0#0#4#204#899#93#0#0#0#
10,57,14,0#6#38#38#385#689#41#2#1#0#
10,57,15,0#32#70#126#432#518#20#0#2#0#
10,57,16,0#0#0#3#271#873#53#0#0#0#
10,58,1,0#0#0#0#69#839#285#7#0#0#
10,58,2,0#0#3#9#79#989#111#7#2#0#
10,58,3,0#0#0#44#186#855#95#20#0#0#
10,58,4,0#0#0#0#104#966#127#3#0#0#
10,58,5,0#0#0#0#24#977#199#0#0#0#
10,58,6,0#6#8#25#57#916#188#0#0#0#
10,58,7,0#17#22#80#170#776#135#0#0#0#
10,58,8,0#0#0#0#2#1011#187#0#0#0#
10,58,9,0#0#0#1#147#1020#32#0#0#0#
10,58,10,0#0#35#85#193#853#34#0#0#0#
10,58,11,0#25#182#102#200#652#39#0#0#0#
10,58,12,0#0#0#2#180#978#40#0#0#0#
10,58,13,0#0#0#3#205#903#89#0#0#0#
10,58,14,0#8#36#32#396#687#37#3#1#0#
10,58,15,0#27#78#126#426#522#19#0#2#0#
10,58,16,0#0#0#4#262#882#52#0#0#0#
10,59,1,0#0#0#0#69#839#285#7#0#0#
10,59,2,0#0#1#17#74#991#109#8#0#0#
10,59,3,0#0#0#62#202#816#102#16#2#0#
10,59,4,0#0#0#0#102#968#127#3#0#0#
10,59,5,0#0#0#0#28#975#197#0#0#0#
10,59,6,0#6#8#27#56#923#180#0#0#0#
10,59,7,0#15#22#52#179#806#126#0#0#0#
10,59,8,0#0#0#0#2#1016#182#0#0#0#
10,59,9,0#0#0#1#154#1009#36#0#0#0#
10,59,10,0#0#36#83#210#836#35#0#0#0#
10,59,11,0#30#179#105#208#639#39#0#0#0#
10,59,12,0#0#0#2#192#962#44#0#0#0#
10,59,13,0#0#0#2#204#899#95#0#0#0#
10,59,14,0#9#35#31#417#670#34#3#1#0#
10,59,15,0#27#79#128#429#515#20#0#2#0#
10,59,16,0#0#0#5#278#863#54#0#0#0#
10,60,1,0#0#0#0#68#839#286#7#0#0#
10,60,2,0#0#0#20#95#973#110#1#1#0#
10,60,3,0#0#5#77#208#798#96#14#2#0#
10,60,4,0#0#0#0#96#973#128#3#0#0#
10,60,5,0#0#0#0#25#970#205#0#0#0#
10,60,6,0#6#4#27#55#939#169#0#0#0#
10,60,7,1#15#19#49#148#830#138#0#0#0#
10,60,8,0#0#0#0#1#1011#188#0#0#0#
10,60,9,0#0#0#1#135#1031#33#0#0#0#
10,60,10,0#0#33#84#204#846#33#0#0#0#
10,60,11,0#29#180#105#192#659#35#0#0#0#
10,60,12,0#0#0#3#170#983#44#0#0#0#
10,60,13,0#0#0#3#178#933#86#0#0#0#
10,60,14,0#6#36#32#404#688#30#4#0#0#
10,60,15,0#25#81#121#443#513#14#1#2#0#
10,60,16,0#0#0#2#272#874#52#0#0#0#
10,61,1,0#0#0#0#70#837#286#7#0#0#
10,61,2,0#0#2#24#126#948#95#2#3#0#
10,61,3,0#0#5#80#211#788#93#17#6#0#
10,61,4,0#0#0#0#100#966#131#3#0#0#
10,61,5,0#0#0#0#25#974#201#0#0#0#
10,61,6,0#6#4#25#60#943#162#0#0#0#
10,61,7,1#15#18#49#117#845#154#1#0#0#
10,61,8,0#0#0#0#0#1014#186#0#0#0#
10,61,9,0#0#0#1#139#1025#35#0#0#0#
10,61,10,0#0#32#86#208#840#34#0#0#0#
10,61,11,0#32#178#104#204#642#40#0#0#0#
10,61,12,0#0#0#3#172#980#45#0#0#0#
10,61,13,0#0#0#3#188#919#90#0#0#0#
10,61,14,0#6#36#32#404#688#30#4#0#0#
10,61,15,0#26#80#122#446#509#14#1#2#0#
10,61,16,0#0#0#2#271#876#51#0#0#0#
10,62,1,0#0#0#0#67#834#293#6#0#0#
10,62,2,0#0#3#26#148#917#98#4#4#0#
10,62,3,0#0#7#61#215#777#114#19#7#0#
10,62,4,0#0#0#0#75#997#126#2#0#0#
10,62,5,0#0#0#0#18#1012#170#0#0#0#
10,62,6,0#5#6#17#85#917#170#0#0#0#
10,62,7,1#18#22#35#122#835#167#0#0#0#
10,62,8,0#0#0#0#5#986#209#0#0#0#
10,62,9,0#0#0#2#153#1010#35#0#0#0#
10,62,10,0#0#27#92#208#836#37#0#0#0#
10,62,11,0#36#182#94#210#641#37#0#0#0#
10,62,12,0#0#0#2#178#980#40#0#0#0#
10,62,13,0#0#0#0#210#907#83#0#0#0#
10,62,14,0#9#34#25#394#694#41#3#0#0#
10,62,15,0#26#77#123#443#515#13#1#2#0#
10,62,16,0#0#0#5#281#875#37#1#1#0#
10,63,1,0#0#0#0#67#834#293#6#0#0#
10,63,2,0#0#3#18#146#905#108#16#3#1#
10,63,3,0#0#7#51#229#740#125#40#8#0#
10,63,4,0#0#0#0#82#992#123#3#0#0#
10,63,5,0#0#0#0#18#1012#170#0#0#0#
10,63,6,0#5#6#19#91#902#177#0#0#0#
10,63,7,1#18#22#37#115#825#175#7#0#0#
10,63,8,0#0#0#0#5#983#212#0#0#0#
10,63,9,0#0#0#2#153#1010#35#0#0#0#
10,63,10,0#0#27#92#208#836#37#0#0#0#
10,63,11,0#36#182#94#210#641#37#0#0#0#
10,63,12,0#0#0#2#178#980#40#0#0#0#
10,63,13,0#0#0#0#210#907#83#0#0#0#
10,63,14,0#9#34#25#394#694#41#3#0#0#
10,63,15,0#26#77#123#443#515#13#1#2#0#
10,63,16,0#0#0#5#281#875#37#1#1#0#
10,64,1,0#0#0#0#71#821#294#14#0#0#
10,64,2,0#0#0#14#130#909#117#19#11#0#
10,64,3,0#0#6#40#178#792#114#52#15#3#
10,64,4,0#0#0#1#93#981#118#7#0#0#
10,64,5,0#0#0#0#11#1023#166#0#0#0#
10,64,6,0#3#6#14#104#886#187#0#0#0#
10,64,7,1#18#19#47#126#805#170#14#0#0#
10,64,8,0#0#0#0#3#985#212#0#0#0#
10,64,9,0#0#0#0#120#1056#24#0#0#0#
10,64,10,0#0#25#89#184#878#24#0#0#0#
10,64,11,0#29#192#100#203#640#36#0#0#0#
10,64,12,0#0#0#2#181#975#42#0#0#0#
10,64,13,0#0#0#0#172#979#49#0#0#0#
10,64,14,0#8#32#26#383#716#30#5#0#0#
10,64,15,0#23#76#125#474#488#10#4#0#0#
10,64,16,0#0#0#4#279#870#46#0#1#0#
10,65,1,0#0#0#0#70#820#296#14#0#0#
10,65,2,0#0#0#16#112#904#126#29#10#3#
10,65,3,0#0#7#35#141#824#104#61#22#6#
10,65,4,0#0#0#0#86#973#131#9#1#0#
