4 10
Video,Frame,Cell,Histogram
4,19,2,0#0#0#0#38#1122#40#0#0#0#
4,19,3,0#0#0#0#63#1097#40#0#0#0#
4,19,4,0#36#99#54#73#898#40#0#0#0#
4,19,5,0#0#0#0#21#1165#14#0#0#0#
4,19,6,0#0#0#0#44#1148#8#0#0#0#
4,19,7,0#1#7#2#91#1050#49#0#0#0#
4,19,8,0#225#232#38#116#528#61#0#0#0#
4,19,9,0#0#0#0#368#827#5#0#0#0#
4,19,10,0#0#0#0#369#825#6#0#0#0#
4,19,11,0#9#8#13#442#714#14#0#0#0#
4,19,12,1#389#37#26#196#541#10#0#0#0#
4,19,13,0#0#0#0#1054#146#0#0#0#0#
4,19,14,0#0#0#8#1107#85#0#0#0#0#
4,19,15,0#10#26#29#1084#51#0#0#0#0#
4,19,16,0#80#69#61#948#42#0#0#0#0#
4,20,1,0#0#0#0#34#1126#40#0#0#0#
4,20,2,0#0#0#0#30#1130#40#0#0#0#
4,20,3,0#0#0#0#36#1124#40#0#0#0#
4,20,4,0#32#98#52#69#909#40#0#0#0#
4,20,5,0#0#0#0#19#1165#16#0#0#0#
4,20,6,0#0#0#0#20#1173#7#0#0#0#
4,20,7,0#4#19#8#73#1054#40#2#0#0#
4,20,8,1#231#218#37#84#569#60#0#0#0#
4,20,9,0#0#0#0#351#844#5#0#0#0#
4,20,10,0#0#0#0#345#849#6#0#0#0#
4,20,11,0#107#21#14#379#669#10#0#0#0#
4,20,12,1#298#30#27#231#602#11#0#0#0#
4,20,13,0#0#0#0#1061#139#0#0#0#0#
4,20,14,0#0#0#7#1109#84#0#0#0#0#
4,20,15,0#39#32#58#1028#43#0#0#0#0#
4,20,16,0#48#51#37#1018#46#0#0#0#0#
4,21,1,0#0#0#0#36#1124#40#0#0#0#
4,21,2,0#0#0#0#27#1132#41#0#0#0#
4,21,3,0#0#0#0#37#1122#41#0#0#0#
4,21,4,0#35#90#52#78#905#40#0#0#0#
4,21,5,0#0#0#0#19#1163#18#0#0#0#
4,21,6,0#0#0#0#23#1165#12#0#0#0#
4,21,7,0#16#23#17#89#1009#44#2#0#0#
4,21,8,0#211#226#30#83#584#66#0#0#0#
4,21,9,0#0#0#0#351#843#6#0#0#0#
4,21,10,0#0#0#0#350#844#6#0#0#0#
4,21,11,0#152#27#30#362#617#12#0#0#0#
4,21,12,1#261#29#23#233#641#12#0#0#0#
4,21,13,0#0#0#0#1054#146#0#0#0#0#
4,21,14,0#0#0#6#1109#85#0#0#0#0#
4,21,15,0#27#37#51#1041#44#0#0#0#0#
4,21,16,0#46#53#27#1027#47#0#0#0#0#
4,22,1,0#0#0#0#24#1136#40#0#0#0#
4,22,2,0#0#0#0#16#1144#40#0#0#0#
4,22,3,0#0#2#5#32#1121#40#0#0#0#
4,22,4,0#34#89#46#49#942#40#0#0#0#
4,22,5,0#0#0#0#15#1169#16#0#0#0#
4,22,6,0#0#0#0#13#1172#15#0#0#0#
4,22,7,0#50#45#24#42#989#50#0#0#0#
4,22,8,0#174#215#21#52#651#87#0#0#0#
4,22,9,0#0#0#0#319#874#7#0#0#0#
4,22,10,0#0#0#0#329#867#4#0#0#0#
4,22,11,0#178#36#37#331#609#9#0#0#0#
4,22,12,0#241#23#17#194#707#18#0#0#0#
4,22,13,0#0#0#0#1022#178#0#0#0#0#
4,22,14,0#0#0#2#1110#88#0#0#0#0#
4,22,15,0#20#32#61#1054#33#0#0#0#0#
4,22,16,0#46#51#25#1031#47#0#0#0#0#
4,23,1,0#0#0#0#25#1135#40#0#0#0#
4,23,2,0#0#0#0#24#1136#40#0#0#0#
4,23,3,0#7#16#15#57#1065#40#0#0#0#
4,23,4,0#32#69#30#36#991#42#0#0#0#
4,23,5,0#0#0#0#17#1169#14#0#0#0#
4,23,6,0#0#0#0#23#1154#23#0#0#0#
4,23,7,0#106#69#25#52#887#59#2#0#0#
4,23,8,0#128#169#19#56#733#95#0#0#0#
4,23,9,0#0#0#0#318#872#10#0#0#0#
4,23,10,0#0#0#0#327#866#7#0#0#0#
4,23,11,1#207#27#31#336#593#5#0#0#0#
4,23,12,1#217#22#21#186#734#19#0#0#0#
4,23,13,0#0#0#0#995#205#0#0#0#0#
4,23,14,0#0#0#1#1098#101#0#0#0#0#
4,23,15,0#27#40#66#1034#33#0#0#0#0#
4,23,16,1#44#48#34#1013#60#0#0#0#0#
4,24,1,0#0#0#0#22#1138#40#0#0#0#
4,24,2,0#0#0#0#11#1149#40#0#0#0#
4,24,3,0#23#45#23#52#1017#40#0#0#0#
4,24,4,0#13#39#25#20#1061#42#0#0#0#
4,24,5,0#0#0#0#11#1173#16#0#0#0#
4,24,6,0#0#0#0#11#1164#25#0#0#0#
4,24,7,0#171#104#20#48#796#57#4#0#0#
4,24,8,0#50#143#16#47#829#115#0#0#0#
4,24,9,0#0#0#0#302#890#8#0#0#0#
4,24,10,0#0#0#0#312#881#7#0#0#0#
4,24,11,0#245#29#29#314#576#7#0#0#0#
4,24,12,0#183#30#15#146#794#32#0#0#0#
4,24,13,0#0#0#0#977#223#0#0#0#0#
4,24,14,0#0#0#0#1096#104#0#0#0#0#
4,24,15,0#41#45#57#1026#31#0#0#0#0#
4,24,16,0#48#34#41#1004#73#0#0#0#0#
4,25,1,0#0#0#0#21#1139#40#0#0#0#
4,25,2,0#0#0#0#12#1148#40#0#0#0#
4,25,3,0#31#83#31#60#955#40#0#0#0#
4,25,4,0#0#7#13#22#1116#42#0#0#0#
4,25,5,0#0#0#0#11#1168#21#0#0#0#
4,25,6,0#0#0#0#14#1155#31#0#0#0#
4,25,7,0#201#167#22#41#710#58#1#0#0#
4,25,8,0#13#73#21#42#920#131#0#0#0#
4,25,9,0#0#0#0#301#888#11#0#0#0#
4,25,10,0#0#0#0#319#870#11#0#0#0#
4,25,11,0#302#28#24#334#504#8#0#0#0#
4,25,12,0#121#25#20#121#881#32#0#0#0#
4,25,13,0#0#0#0#962#238#0#0#0#0#
4,25,14,0#0#0#0#1093#107#0#0#0#0#
4,25,15,0#52#38#53#1021#36#0#0#0#0#
4,25,16,0#44#29#40#1003#84#0#0#0#0#
4,26,1,0#0#0#0#15#1145#40#0#0#0#
4,26,2,0#0#0#0#11#1149#40#0#0#0#
4,26,3,0#30#89#54#60#927#40#0#0#0#
4,26,4,0#0#0#1#4#1152#43#0#0#0#
4,26,5,0#0#0#0#10#1155#35#0#0#0#
4,26,6,0#0#0#0#9#1154#37#0#0#0#
4,26,7,0#190#234#37#34#661#43#1#0#0#
4,26,8,0#0#0#3#30#1019#148#0#0#0#
4,26,9,0#0#0#0#273#915#12#0#0#0#
4,26,10,0#0#0#0#314#870#16#0#0#0#
4,26,11,0#350#43#37#300#462#8#0#0#0#
4,26,12,0#75#18#11#96#957#43#0#0#0#
4,26,13,0#0#0#0#934#266#0#0#0#0#
4,26,14,0#0#0#0#1087#113#0#0#0#0#
4,26,15,0#48#37#41#1035#39#0#0#0#0#
4,26,16,0#37#23#32#1006#102#0#0#0#0#
4,27,1,0#0#0#0#12#1147#41#0#0#0#
4,27,2,0#0#0#0#11#1149#40#0#0#0#
4,27,3,0#30#92#57#62#919#40#0#0#0#
4,27,4,0#0#0#0#2#1157#41#0#0#0#
4,27,5,0#0#0#0#12#1152#36#0#0#0#
4,27,6,0#0#0#0#8#1143#49#0#0#0#
4,27,7,0#194#209#25#45#659#68#0#0#0#
4,27,8,0#0#0#0#19#1026#155#0#0#0#
4,27,9,0#0#0#0#284#902#14#0#0#0#
4,27,10,0#0#0#0#314#866#20#0#0#0#
4,27,11,0#364#34#32#274#482#14#0#0#0#
4,27,12,0#49#11#9#114#970#47#0#0#0#
4,27,13,0#0#0#0#933#267#0#0#0#0#
4,27,14,0#0#0#0#1078#122#0#0#0#0#
4,27,15,0#52#30#44#1011#63#0#0#0#0#
4,27,16,0#29#13#25#983#150#0#0#0#0#
4,28,1,0#0#0#0#10#1149#41#0#0#0#
4,28,2,0#0#0#0#8#1152#40#0#0#0#
4,28,3,0#24#105#45#57#930#39#0#0#0#
4,28,4,0#0#0#0#1#1155#44#0#0#0#
4,28,5,0#0#0#0#12#1153#35#0#0#0#
4,28,6,0#0#0#0#7#1146#47#0#0#0#
4,28,7,0#171#212#32#44#674#67#0#0#0#
4,28,8,0#0#0#0#17#1019#164#0#0#0#
4,28,9,0#0#0#0#269#919#12#0#0#0#
4,28,10,0#0#0#0#297#880#23#0#0#0#
4,28,11,0#333#38#33#244#532#20#0#0#0#
4,28,12,0#19#6#5#123#991#56#0#0#0#
4,28,13,0#0#0#0#916#284#0#0#0#0#
4,28,14,0#0#0#0#1072#128#0#0#0#0#
4,28,15,0#56#25#51#1004#64#0#0#0#0#
4,28,16,0#19#12#14#979#176#0#0#0#0#
4,29,1,0#0#0#0#9#1150#41#0#0#0#
4,29,2,0#0#0#0#8#1152#40#0#0#0#
4,29,3,0#26#110#45#58#922#39#0#0#0#
4,29,4,0#0#0#0#2#1154#44#0#0#0#
4,29,5,0#0#0#0#12#1152#36#0#0#0#
4,29,6,0#0#0#0#10#1144#46#0#0#0#
4,29,7,0#151#206#25#46#703#69#0#0#0#
4,29,8,0#0#0#0#19#1015#166#0#0#0#
4,29,9,0#0#0#0#268#919#13#0#0#0#
4,29,10,0#0#0#0#292#881#27#0#0#0#
4,29,11,0#283#49#26#229#590#23#0#0#0#
4,29,12,0#0#0#0#145#996#59#0#0#0#
4,29,13,0#0#0#0#912#288#0#0#0#0#
4,29,14,0#0#0#0#1063#137#0#0#0#0#
4,29,15,0#65#43#71#956#65#0#0#0#0#
4,29,16,0#0#0#0#1011#189#0#0#0#0#
4,30,1,0#0#0#0#10#1149#41#0#0#0#
4,30,2,0#0#0#0#5#1155#40#0#0#0#
4,30,3,0#37#100#49#57#917#40#0#0#0#
4,30,4,0#0#0#0#3#1152#45#0#0#0#
4,30,5,0#0#0#0#10#1150#40#0#0#0#
4,30,6,0#0#0#0#7#1142#51#0#0#0#
4,30,7,0#170#184#37#35#708#66#0#0#0#
4,30,8,0#0#0#0#18#998#184#0#0#0#
4,30,9,0#0#0#0#261#923#16#0#0#0#
4,30,10,0#0#0#0#288#884#28#0#0#0#
4,30,11,3#285#37#40#205#604#26#0#0#0#
4,30,12,0#0#0#0#115#1019#66#0#0#0#
4,30,13,0#0#0#0#893#307#0#0#0#0#
4,30,14,0#0#0#0#1069#131#0#0#0#0#
4,30,15,0#72#58#64#923#83#0#0#0#0#
4,30,16,0#0#0#0#961#239#0#0#0#0#
4,31,1,0#0#0#0#12#1147#41#0#0#0#
4,31,2,0#0#0#0#6#1154#40#0#0#0#
4,31,3,0#31#107#55#57#910#40#0#0#0#
4,31,4,0#0#0#0#3#1152#45#0#0#0#
4,31,5,0#0#0#0#12#1145#43#0#0#0#
4,31,6,0#0#0#0#7#1137#56#0#0#0#
4,31,7,0#183#188#33#39#687#70#0#0#0#
4,31,8,0#0#0#0#18#995#187#0#0#0#
4,31,9,0#0#0#0#263#921#16#0#0#0#
4,31,10,0#0#0#0#283#884#33#0#0#0#
4,31,11,0#332#37#28#221#564#18#0#0#0#
4,31,12,0#0#0#0#115#1019#66#0#0#0#
4,31,13,0#0#0#1#890#309#0#0#0#0#
4,31,14,0#0#0#1#1068#131#0#0#0#0#
4,31,15,0#30#74#41#951#104#0#0#0#0#
4,31,16,0#0#0#0#938#262#0#0#0#0#
4,32,1,0#0#0#0#9#1150#41#0#0#0#
4,32,2,0#0#0#0#6#1154#40#0#0#0#
4,32,3,0#31#105#53#61#911#39#0#0#0#
4,32,4,0#0#0#0#2#1153#45#0#0#0#
4,32,5,0#0#0#0#11#1147#42#0#0#0#
4,32,6,0#0#0#0#7#1139#54#0#0#0#
4,32,7,0#216#168#37#43#673#63#0#0#0#
4,32,8,0#0#0#0#18#992#190#0#0#0#
4,32,9,0#0#0#0#259#925#16#0#0#0#
4,32,10,0#0#0#0#287#878#35#0#0#0#
4,32,11,0#371#51#54#187#522#15#0#0#0#
4,32,12,0#0#0#0#105#1029#66#0#0#0#
4,32,13,0#0#0#1#887#312#0#0#0#0#
4,32,14,0#0#0#1#1069#130#0#0#0#0#
4,32,15,0#57#95#37#911#100#0#0#0#0#
4,32,16,0#0#0#0#931#269#0#0#0#0#
4,33,1,0#0#0#0#9#1151#40#0#0#0#
4,33,2,0#0#0#0#6#1154#40#0#0#0#
4,33,3,0#33#113#51#60#904#39#0#0#0#
4,33,4,0#0#0#0#2#1153#45#0#0#0#
4,33,5,0#0#0#0#11#1147#42#0#0#0#
4,33,6,0#0#0#0#7#1137#56#0#0#0#
4,33,7,0#241#154#46#40#654#65#0#0#0#
4,33,8,0#0#0#0#17#996#187#0#0#0#
4,33,9,0#0#0#0#259#924#17#0#0#0#
4,33,10,0#0#0#7#293#866#34#0#0#0#
4,33,11,2#383#47#33#197#518#20#0#0#0#
4,33,12,0#0#0#0#107#1026#67#0#0#0#
4,33,13,0#0#0#1#899#300#0#0#0#0#
4,33,14,0#3#12#28#1034#123#0#0#0#0#
4,33,15,0#72#72#62#890#104#0#0#0#0#
4,33,16,0#0#0#0#931#269#0#0#0#0#
4,34,1,0#0#0#0#9#1151#40#0#0#0#
4,34,2,0#0#0#0#4#1156#40#0#0#0#
4,34,3,0#33#107#55#54#909#42#0#0#0#
4,34,4,0#0#0#0#1#1154#45#0#0#0#
4,34,5,0#0#0#0#4#1147#49#0#0#0#
4,34,6,0#0#2#5#10#1119#64#0#0#0#
4,34,7,0#263#147#26#48#641#75#0#0#0#
4,34,8,0#0#0#0#11#998#191#0#0#0#
4,34,9,0#0#0#0#246#938#16#0#0#0#
4,34,10,0#72#19#13#249#812#35#0#0#0#
4,34,11,2#318#34#42#228#558#18#0#0#0#
4,34,12,0#0#0#0#92#1047#61#0#0#0#
4,34,13,0#0#0#0#894#306#0#0#0#0#
4,34,14,0#21#54#50#982#93#0#0#0#0#
4,34,15,0#52#25#51#934#138#0#0#0#0#
4,34,16,0#0#0#0#935#265#0#0#0#0#
4,35,1,0#0#0#0#7#1153#40#0#0#0#
4,35,2,0#0#0#0#6#1154#40#0#0#0#
4,35,3,0#38#100#55#53#912#42#0#0#0#
4,35,4,0#0#0#0#1#1154#45#0#0#0#
4,35,5,0#0#0#0#5#1140#55#0#0#0#
4,35,6,0#3#7#6#20#1098#66#0#0#0#
4,35,7,0#278#150#28#37#628#79#0#0#0#
4,35,8,0#0#0#0#13#993#194#0#0#0#
4,35,9,0#0#0#0#256#923#21#0#0#0#
4,35,10,0#125#26#26#258#731#34#0#0#0#
4,35,11,0#285#29#22#256#579#29#0#0#0#
4,35,12,0#0#0#0#109#1019#72#0#0#0#
4,35,13,0#0#0#0#890#310#0#0#0#0#
4,35,14,0#22#46#57#993#82#0#0#0#0#
4,35,15,0#51#27#37#936#149#0#0#0#0#
4,35,16,0#0#0#1#911#288#0#0#0#0#
4,36,1,0#0#0#0#6#1154#40#0#0#0#
4,36,2,0#0#0#3#11#1146#40#0#0#0#
4,36,3,0#34#99#47#64#914#42#0#0#0#
4,36,4,0#0#0#0#1#1152#47#0#0#0#
4,36,5,0#0#0#0#5#1136#59#0#0#0#
4,36,6,0#14#11#13#28#1074#60#0#0#0#
4,36,7,0#265#146#28#24#644#93#0#0#0#
4,36,8,0#0#0#0#12#989#199#0#0#0#
4,36,9,0#0#0#0#252#926#22#0#0#0#
4,36,10,0#164#39#32#253#679#33#0#0#0#
4,36,11,0#244#23#23#240#634#36#0#0#0#
4,36,12,0#0#0#0#91#1033#76#0#0#0#
4,36,13,0#0#0#0#905#295#0#0#0#0#
4,36,14,0#20#30#53#1029#68#0#0#0#0#
4,36,15,0#48#24#36#952#140#0#0#0#0#
4,36,16,0#0#0#1#894#305#0#0#0#0#
4,37,1,0#0#0#0#8#1152#39#1#0#0#
4,37,2,0#2#11#11#26#1110#40#0#0#0#
4,37,3,0#28#88#37#35#971#41#0#0#0#
4,37,4,0#0#0#0#2#1152#46#0#0#0#
4,37,5,0#0#0#0#5#1134#61#0#0#0#
4,37,6,0#38#48#26#26#1007#53#2#0#0#
4,37,7,0#235#119#12#20#712#102#0#0#0#
4,37,8,0#0#0#0#11#991#198#0#0#0#
4,37,9,0#0#0#0#248#928#24#0#0#0#
4,37,10,0#194#40#32#263#636#35#0#0#0#
4,37,11,0#204#29#29#229#672#37#0#0#0#
4,37,12,0#0#0#0#96#1029#75#0#0#0#
4,37,13,0#0#0#0#904#296#0#0#0#0#
4,37,14,0#23#36#48#1020#73#0#0#0#0#
4,37,15,0#46#26#30#941#157#0#0#0#0#
4,37,16,0#0#0#1#875#324#0#0#0#0#
4,38,1,0#0#0#0#8#1152#39#1#0#0#
4,38,2,0#13#34#25#33#1055#40#0#0#0#
4,38,3,0#12#65#28#23#1031#41#0#0#0#
4,38,4,0#0#0#0#2#1153#45#0#0#0#
4,38,5,0#0#0#0#4#1137#59#0#0#0#
4,38,6,0#96#82#20#24#934#42#2#0#0#
4,38,7,0#166#93#14#19#804#104#0#0#0#
4,38,8,0#0#0#0#9#984#207#0#0#0#
4,38,9,0#0#0#0#240#933#27#0#0#0#
4,38,10,0#213#33#26#263#641#24#0#0#0#
4,38,11,0#184#30#27#206#710#43#0#0#0#
4,38,12,0#0#0#0#77#1042#81#0#0#0#
4,38,13,0#0#0#0#891#309#0#0#0#0#
4,38,14,0#25#43#51#1016#65#0#0#0#0#
4,38,15,0#39#21#39#919#182#0#0#0#0#
4,38,16,0#0#0#1#870#329#0#0#0#0#
4,39,1,0#0#0#0#7#1153#39#1#0#0#
4,39,2,0#26#73#26#40#995#40#0#0#0#
4,39,3,0#1#30#21#21#1086#40#1#0#0#
4,39,4,0#0#0#0#2#1151#47#0#0#0#
4,39,5,0#0#0#0#5#1135#60#0#0#0#
4,39,6,0#190#84#21#26#842#37#0#0#0#
4,39,7,0#66#92#8#31#876#127#0#0#0#
4,39,8,0#0#0#0#11#978#211#0#0#0#
4,39,9,0#0#0#0#254#916#30#0#0#0#
4,39,10,0#234#29#24#268#622#23#0#0#0#
4,39,11,0#166#32#20#186#746#50#0#0#0#
4,39,12,0#0#0#0#76#1034#90#0#0#0#
4,39,13,0#0#0#0#895#305#0#0#0#0#
4,39,14,0#29#46#47#1010#68#0#0#0#0#
4,39,15,0#32#21#29#916#202#0#0#0#0#
4,39,16,0#0#0#1#861#338#0#0#0#0#
4,40,1,0#0#0#0#8#1152#39#1#0#0#
4,40,2,0#30#100#37#45#948#40#0#0#0#
4,40,3,0#0#5#5#14#1132#43#1#0#0#
4,40,4,0#0#0#0#1#1152#47#0#0#0#
4,40,5,0#0#0#0#4#1123#73#0#0#0#
4,40,6,0#213#147#22#22#758#38#0#0#0#
4,40,7,0#1#48#15#21#964#151#0#0#0#
4,40,8,0#0#0#0#11#956#233#0#0#0#
4,40,9,0#0#0#0#228#937#35#0#0#0#
4,40,10,0#276#37#26#249#592#20#0#0#0#
4,40,11,0#126#24#25#172#787#66#0#0#0#
4,40,12,0#0#0#0#67#1043#90#0#0#0#
4,40,13,0#0#0#0#884#316#0#0#0#0#
4,40,14,0#31#41#38#1021#69#0#0#0#0#
4,40,15,0#23#17#25#909#226#0#0#0#0#
4,40,16,0#0#0#1#818#381#0#0#0#0#
4,41,1,0#0#0#0#9#1150#41#0#0#0#
4,41,2,0#25#112#43#54#926#40#0#0#0#
4,41,3,0#0#0#0#8#1147#44#1#0#0#
4,41,4,0#0#0#0#2#1151#47#0#0#0#
4,41,5,0#0#0#0#2#1123#75#0#0#0#
4,41,6,0#219#168#36#32#704#41#0#0#0#
4,41,7,0#0#0#0#11#1029#160#0#0#0#
4,41,8,0#0#0#0#11#960#229#0#0#0#
4,41,9,0#0#0#0#239#923#38#0#0#0#
4,41,10,0#304#34#39#254#551#18#0#0#0#
4,41,11,0#88#24#10#160#852#66#0#0#0#
4,41,12,0#0#0#0#67#1050#83#0#0#0#
4,41,13,0#0#0#0#881#319#0#0#0#0#
4,41,14,0#28#46#34#1021#71#0#0#0#0#
4,41,15,0#6#17#23#908#246#0#0#0#0#
4,41,16,0#0#0#1#810#389#0#0#0#0#
4,42,1,0#0#0#0#9#1149#42#0#0#0#
4,42,2,0#28#111#56#58#906#41#0#0#0#
4,42,3,0#0#0#0#8#1150#41#1#0#0#
4,42,4,0#0#0#0#2#1151#47#0#0#0#
4,42,5,0#0#0#0#6#1122#72#0#0#0#
4,42,6,0#154#224#34#40#693#55#0#0#0#
4,42,7,0#0#0#0#7#1028#165#0#0#0#
4,42,8,0#0#0#0#11#957#232#0#0#0#
4,42,9,0#0#0#0#244#917#39#0#0#0#
4,42,10,0#301#49#30#228#575#17#0#0#0#
4,42,11,0#64#13#18#155#873#77#0#0#0#
4,42,12,0#0#0#0#59#1052#89#0#0#0#
4,42,13,0#0#0#0#864#336#0#0#0#0#
4,42,14,0#24#49#40#1015#72#0#0#0#0#
4,42,15,0#1#11#15#904#269#0#0#0#0#
4,42,16,0#0#0#1#787#412#0#0#0#0#
4,43,1,0#0#0#0#11#1147#42#0#0#0#
4,43,2,0#32#114#52#55#907#40#0#0#0#
4,43,3,0#0#0#0#8#1150#41#1#0#0#
4,43,4,0#0#0#0#2#1151#47#0#0#0#
4,43,5,0#0#0#0#6#1123#71#0#0#0#
4,43,6,0#94#275#41#31#716#43#0#0#0#
4,43,7,0#0#0#0#7#1029#164#0#0#0#
4,43,8,0#0#0#0#13#959#228#0#0#0#
4,43,9,0#0#0#0#245#916#39#0#0#0#
4,43,10,0#310#44#35#223#571#17#0#0#0#
4,43,11,0#26#13#10#174#902#75#0#0#0#
4,43,12,0#0#0#0#67#1037#96#0#0#0#
4,43,13,0#0#0#0#870#330#0#0#0#0#
4,43,14,0#23#49#40#1018#70#0#0#0#0#
4,43,15,0#1#7#13#893#286#0#0#0#0#
4,43,16,0#0#0#1#793#406#0#0#0#0#
4,44,1,0#0#0#0#11#1147#42#0#0#0#
4,44,2,0#33#119#55#58#895#40#0#0#0#
4,44,3,0#0#0#0#7#1151#41#1#0#0#
4,44,4,0#0#0#0#2#1151#47#0#0#0#
4,44,5,0#0#0#0#6#1121#73#0#0#0#
4,44,6,0#87#273#37#31#716#56#0#0#0#
4,44,7,0#0#0#0#4#1032#164#0#0#0#
4,44,8,0#0#0#0#11#959#230#0#0#0#
4,44,9,0#0#0#0#254#907#39#0#0#0#
4,44,10,0#305#57#33#195#586#24#0#0#0#
4,44,11,0#0#0#0#205#920#75#0#0#0#
4,44,12,0#0#0#0#64#1040#96#0#0#0#
4,44,13,0#0#0#0#876#324#0#0#0#0#
4,44,14,0#22#57#65#982#74#0#0#0#0#
4,44,15,0#0#0#1#873#326#0#0#0#0#
4,44,16,0#0#0#1#788#411#0#0#0#0#
4,45,1,0#0#0#0#11#1147#42#0#0#0#
4,45,2,0#34#131#51#63#880#41#0#0#0#
4,45,3,0#0#0#0#6#1152#41#1#0#0#
4,45,4,0#0#0#0#2#1151#47#0#0#0#
4,45,5,0#0#0#0#6#1121#73#0#0#0#
4,45,6,0#101#296#34#42#680#47#0#0#0#
4,45,7,0#0#0#0#4#1032#164#0#0#0#
4,45,8,0#0#0#0#11#961#228#0#0#0#
4,45,9,0#0#0#0#258#901#41#0#0#0#
4,45,10,0#294#45#28#204#610#19#0#0#0#
4,45,11,0#0#0#0#202#922#76#0#0#0#
4,45,12,0#0#0#0#73#1031#96#0#0#0#
4,45,13,0#0#0#0#873#327#0#0#0#0#
4,45,14,0#27#56#54#980#83#0#0#0#0#
4,45,15,0#0#0#1#859#340#0#0#0#0#
4,45,16,0#0#0#1#791#408#0#0#0#0#
4,46,1,0#0#0#0#6#1153#41#0#0#0#
4,46,2,0#26#138#55#54#887#40#0#0#0#
4,46,3,0#0#0#0#7#1148#44#1#0#0#
4,46,4,0#0#0#0#1#1154#45#0#0#0#
4,46,5,0#0#0#0#8#1106#86#0#0#0#
4,46,6,0#129#309#32#46#639#45#0#0#0#
4,46,7,0#0#0#0#4#1025#171#0#0#0#
4,46,8,0#0#0#0#13#953#234#0#0#0#
4,46,9,0#0#0#0#250#916#34#0#0#0#
4,46,10,0#274#33#32#206#620#35#0#0#0#
4,46,11,0#0#0#0#194#923#83#0#0#0#
4,46,12,0#0#0#0#64#1035#101#0#0#0#
4,46,13,0#0#0#0#918#282#0#0#0#0#
4,46,14,0#28#48#34#986#104#0#0#0#0#
4,46,15,0#0#0#1#819#380#0#0#0#0#
4,46,16,0#0#0#2#764#434#0#0#0#0#
4,47,1,0#0#0#0#7#1152#41#0#0#0#
4,47,2,0#31#135#55#60#879#40#0#0#0#
4,47,3,0#0#0#0#7#1148#44#1#0#0#
4,47,4,0#0#0#0#1#1154#45#0#0#0#
4,47,5,0#0#0#0#12#1106#82#0#0#0#
4,47,6,0#143#322#40#53#600#42#0#0#0#
4,47,7,0#0#0#0#4#1025#171#0#0#0#
4,47,8,0#0#0#0#13#953#234#0#0#0#
4,47,9,0#0#0#0#247#923#30#0#0#0#
4,47,10,0#373#57#31#156#552#31#0#0#0#
4,47,11,0#0#0#0#194#923#83#0#0#0#
4,47,12,0#0#0#0#64#1035#101#0#0#0#
4,47,13,0#0#0#0#918#282#0#0#0#0#
4,47,14,0#46#75#34#942#103#0#0#0#0#
4,47,15,0#0#0#1#819#380#0#0#0#0#
4,47,16,0#0#0#1#767#432#0#0#0#0#
4,48,1,0#0#0#0#7#1152#41#0#0#0#
4,48,2,0#29#133#62#56#880#40#0#0#0#
4,48,3,0#0#0#0#7#1147#45#1#0#0#
4,48,4,0#0#0#0#1#1152#47#0#0#0#
4,48,5,0#0#10#4#15#1093#78#0#0#0#
4,48,6,0#154#328#29#46#603#40#0#0#0#
4,48,7,0#0#0#0#4#1030#166#0#0#0#
4,48,8,0#0#0#0#8#968#224#0#0#0#
4,48,9,0#0#0#1#243#925#31#0#0#0#
4,48,10,0#354#69#51#182#509#35#0#0#0#
4,48,11,0#0#0#0#186#929#85#0#0#0#
4,48,12,0#0#0#0#61#1032#107#0#0#0#
4,48,13,0#1#9#12#912#266#0#0#0#0#
4,48,14,0#38#71#50#932#109#0#0#0#0#
4,48,15,0#0#0#0#783#417#0#0#0#0#
4,48,16,0#0#0#0#752#448#0#0#0#0#
4,49,1,0#0#0#0#7#1152#41#0#0#0#
4,49,2,0#31#131#58#58#882#40#0#0#0#
4,49,3,0#0#0#0#7#1147#45#1#0#0#
4,49,4,0#0#0#0#1#1152#47#0#0#0#
4,49,5,0#1#21#11#16#1077#74#0#0#0#
4,49,6,0#157#323#31#44#606#39#0#0#0#
4,49,7,0#0#0#0#4#1030#166#0#0#0#
4,49,8,0#0#0#0#8#968#224#0#0#0#
4,49,9,0#44#24#18#219#861#34#0#0#0#
4,49,10,0#327#46#35#206#547#39#0#0#0#
4,49,11,0#0#0#0#186#929#85#0#0#0#
4,49,12,0#0#0#0#61#1032#107#0#0#0#
4,49,13,0#4#26#28#885#257#0#0#0#0#
4,49,14,0#26#43#43#975#113#0#0#0#0#
4,49,15,0#0#0#0#784#416#0#0#0#0#
4,49,16,0#0#0#0#760#440#0#0#0#0#
4,50,1,0#0#0#0#8#1151#41#0#0#0#
4,50,2,0#28#125#61#59#887#40#0#0#0#
4,50,3,0#0#0#0#8#1146#45#1#0#0#
4,50,4,0#0#0#0#3#1150#47#0#0#0#
4,50,5,0#4#34#12#15#1052#80#3#0#0#
4,50,6,0#167#291#35#36#624#47#0#0#0#
4,50,7,0#0#0#0#2#1027#171#0#0#0#
4,50,8,0#0#0#0#8#968#224#0#0#0#
4,50,9,0#93#53#30#195#794#35#0#0#0#
4,50,10,1#275#41#25#204#616#38#0#0#0#
4,50,11,0#0#0#0#173#938#89#0#0#0#
4,50,12,0#0#0#0#52#1043#105#0#0#0#
4,50,13,0#1#18#35#917#229#0#0#0#0#
4,50,14,0#25#45#25#975#130#0#0#0#0#
